     yr     mth    dy        x              y             z     
    2002     7     22        7.2608         1.9319       -0.3149
    2002     7     23        7.2608         1.9319       -0.3149
    2002     7     24        7.2704         1.9345      -0.31532
    2002     7     25         7.267         1.9472      -0.31532
    2002     7     26         7.267         1.9472      -0.31532
    2002     7     27        7.2767         1.9498      -0.31574
    2002     7     28        7.2767         1.9498      -0.31574
    2002     7     29        7.2733         1.9625      -0.31574
    2002     7     30        7.2829         1.9651      -0.31616
    2002     7     31        7.2829         1.9651      -0.31616
    2002     8      1        7.2795         1.9778      -0.31616
    2002     8      2        7.2891         1.9804      -0.31658
    2002     8      3        7.2891         1.9804      -0.31658
    2002     8      4        7.2891         1.9804      -0.31658
    2002     8      5        7.2857         1.9931      -0.31658
    2002     8      6        7.2953         1.9958        -0.317
    2002     8      7        7.2953         1.9958        -0.317
    2002     8      8        7.2953         1.9958        -0.317
    2002     8      9        7.3014         2.0111      -0.31742
    2002     8     10        7.3014         2.0111      -0.31742
    2002     8     11        7.3014         2.0111      -0.31742
    2002     8     12        7.3111         2.0138      -0.31784
    2002     8     13        7.3075         2.0266      -0.31784
    2002     8     14        7.3075         2.0266      -0.31784
    2002     8     15        7.3172         2.0292      -0.31825
    2002     8     16        7.3136          2.042      -0.31825
    2002     8     17        7.3136          2.042      -0.31825
    2002     8     18        7.3232         2.0447      -0.31867
    2002     8     19        7.3232         2.0447      -0.31867
    2002     8     20        7.3197         2.0575      -0.31867
    2002     8     21        7.3287           2.06      -0.33238
    2002     8     22        7.3287           2.06      -0.33238
    2002     8     23        7.3287           2.06      -0.33238
    2002     8     24        7.3251         2.0728      -0.33238
    2002     8     25        7.3347         2.0755      -0.33282
    2002     8     26        7.3347         2.0755      -0.33282
    2002     8     27        7.3311         2.0883      -0.33282
    2002     8     28        7.3407         2.0911      -0.33325
    2002     8     29        7.3407         2.0911      -0.33325
    2002     8     30        7.3407         2.0911      -0.33325
    2002     8     31        7.3467         2.1066      -0.33369
    2002     9      1        7.3467         2.1066      -0.33369
    2002     9      2        7.3467         2.1066      -0.33369
    2002     9      3        7.3563         2.1094      -0.33412
    2002     9      4        7.3526         2.1222      -0.33412
    2002     9      5        7.3526         2.1222      -0.33412
    2002     9      6        7.3526         2.1222      -0.33412
    2002     9      7        7.3622          2.125      -0.33456
    2002     9      8        7.3584         2.1378      -0.33456
    2002     9      9        7.3584         2.1378      -0.33456
    2002     9     10         7.368         2.1406        -0.335
    2002     9     11        7.3643         2.1535        -0.335
    2002     9     12        7.3643         2.1535        -0.335
    2002     9     13        7.3739         2.1563      -0.33543
    2002     9     14        7.3739         2.1563      -0.33543
    2002     9     15        7.3701         2.1691      -0.33543
    2002     9     16        7.3797          2.172      -0.33587
    2002     9     17        7.3797          2.172      -0.33587
    2002     9     18        7.3797          2.172      -0.33587
    2002     9     19        7.3759         2.1848      -0.33587
    2002     9     20        7.3855         2.1877      -0.33631
    2002     9     21        7.3855         2.1877      -0.33631
    2002     9     22        7.3855         2.1877      -0.33631
    2002     9     23        7.3912         2.2034      -0.33674
    2002     9     24        7.3906         2.2032       -0.3502
    2002     9     25        7.3906         2.2032       -0.3502
    2002     9     26        7.4002         2.2061      -0.35066
    2002     9     27        7.3963          2.219      -0.35066
    2002     9     28        7.3963          2.219      -0.35066
    2002     9     29        7.3963          2.219      -0.35066
    2002     9     30        7.4059         2.2219      -0.35111
    2002    10      1         7.402         2.2348      -0.35111
    2002    10      2         7.402         2.2348      -0.35111
    2002    10      3        7.4116         2.2377      -0.35156
    2002    10      4        7.4077         2.2506      -0.35156
    2002    10      5        7.4077         2.2506      -0.35156
    2002    10      6        7.4172         2.2535      -0.35202
    2002    10      7        7.4172         2.2535      -0.35202
    2002    10      8        7.4133         2.2665      -0.35202
    2002    10      9        7.4133         2.2665      -0.35202
    2002    10     10        7.4228         2.2694      -0.35247
    2002    10     11        7.4228         2.2694      -0.35247
    2002    10     12        7.4189         2.2823      -0.35247
    2002    10     13        7.4284         2.2853      -0.35292
    2002    10     14        7.4284         2.2853      -0.35292
    2002    10     15        7.4284         2.2853      -0.35292
    2002    10     16        7.4244         2.2982      -0.35292
    2002    10     17         7.434         2.3012      -0.35338
    2002    10     18         7.434         2.3012      -0.35338
    2002    10     19         7.434         2.3012      -0.35338
    2002    10     20        7.4395         2.3171      -0.35383
    2002    10     21        7.4395         2.3171      -0.35383
    2002    10     22        7.4395         2.3171      -0.35383
    2002    10     23        7.4395         2.3171      -0.35383
    2002    10     24        7.4449         2.3331      -0.35428
    2002    10     25        7.4449         2.3331      -0.35428
    2002    10     26        7.4449         2.3331      -0.35428
    2002    10     27        7.4545         2.3361      -0.35474
    2002    10     28        7.4504         2.3491      -0.35474
    2002    10     29        7.4504         2.3491      -0.35474
    2002    10     30        7.4593         2.3519      -0.36884
    2002    10     31        7.4593         2.3519      -0.36884
    2002    11      1        7.4552         2.3649      -0.36884
    2002    11      2        7.4552         2.3649      -0.36884
    2002    11      3        7.4647         2.3679      -0.36931
    2002    11      4        7.4647         2.3679      -0.36931
    2002    11      5        7.4606          2.381      -0.36931
    2002    11      6        7.4701          2.384      -0.36979
    2002    11      7        7.4701          2.384      -0.36979
    2002    11      8        7.4701          2.384      -0.36979
    2002    11      9        7.4659          2.397      -0.36979
    2002    11     10        7.4754         2.4001      -0.37026
    2002    11     11        7.4754         2.4001      -0.37026
    2002    11     12        7.4712         2.4131      -0.37026
    2002    11     13        7.4807         2.4162      -0.37073
    2002    11     14        7.4807         2.4162      -0.37073
    2002    11     15        7.4807         2.4162      -0.37073
    2002    11     16        7.4765         2.4293      -0.37073
    2002    11     17         7.486         2.4324       -0.3712
    2002    11     18         7.486         2.4324       -0.3712
    2002    11     19         7.486         2.4324       -0.3712
    2002    11     20        7.4912         2.4485      -0.37167
    2002    11     21        7.4912         2.4485      -0.37167
    2002    11     22        7.4912         2.4485      -0.37167
    2002    11     23        7.4912         2.4485      -0.37167
    2002    11     24        7.4964         2.4647      -0.37214
    2002    11     25        7.4964         2.4647      -0.37214
    2002    11     26        7.4964         2.4647      -0.37214
    2002    11     27        7.4964         2.4647      -0.37214
    2002    11     28        7.5016         2.4809      -0.37261
    2002    11     29        7.5016         2.4809      -0.37261
    2002    11     30        7.5016         2.4809      -0.37261
    2002    12      1        7.5111         2.4841      -0.37308
    2002    12      2        7.5068         2.4972      -0.37308
    2002    12      3        7.5068         2.4972      -0.37308
    2002    12      4        7.5068         2.4972      -0.37308
    2002    12      5        7.5156         2.5001      -0.38738
    2002    12      6        7.5156         2.5001      -0.38738
    2002    12      7        7.5112         2.5132      -0.38738
    2002    12      8        7.5207         2.5164      -0.38787
    2002    12      9        7.5207         2.5164      -0.38787
    2002    12     10        7.5207         2.5164      -0.38787
    2002    12     11        7.5163         2.5295      -0.38787
    2002    12     12        7.5258         2.5327      -0.38836
    2002    12     13        7.5258         2.5327      -0.38836
    2002    12     14        7.5258         2.5327      -0.38836
    2002    12     15        7.5213         2.5458      -0.38836
    2002    12     16        7.5308          2.549      -0.38884
    2002    12     17        7.5308          2.549      -0.38884
    2002    12     18        7.5308          2.549      -0.38884
    2002    12     19        7.5358         2.5654      -0.38933
    2002    12     20        7.5358         2.5654      -0.38933
    2002    12     21        7.5358         2.5654      -0.38933
    2002    12     22        7.5358         2.5654      -0.38933
    2002    12     23        7.5407         2.5818      -0.38982
    2002    12     24        7.5407         2.5818      -0.38982
    2002    12     25        7.5407         2.5818      -0.38982
    2002    12     26        7.5407         2.5818      -0.38982
    2002    12     27        7.5457         2.5982      -0.39031
    2002    12     28        7.5457         2.5982      -0.39031
    2002    12     29        7.5457         2.5982      -0.39031
    2002    12     30        7.5551         2.6014       -0.3908
    2002    12     31        7.5506         2.6146       -0.3908
    2003     1      1        7.5506         2.6146       -0.3908
    2003     1      2        7.5506         2.6146       -0.3908
    2003     1      3          7.56         2.6179      -0.39129
    2003     1      4        7.5554         2.6311      -0.39129
    2003     1      5        7.5554         2.6311      -0.39129
    2003     1      6        7.5554         2.6311      -0.39129
    2003     1      7        7.5649         2.6344      -0.39178
    2003     1      8        7.5602         2.6476      -0.39178
    2003     1      9        7.5602         2.6476      -0.39178
    2003     1     10        7.5602         2.6476      -0.39178
    2003     1     11        7.5697         2.6509      -0.39226
    2003     1     12        7.5644         2.6638      -0.40626
    2003     1     13        7.5644         2.6638      -0.40626
    2003     1     14        7.5738         2.6672      -0.40677
    2003     1     15        7.5738         2.6672      -0.40677
    2003     1     16        7.5691         2.6804      -0.40677
    2003     1     17        7.5691         2.6804      -0.40677
    2003     1     18        7.5785         2.6837      -0.40727
    2003     1     19        7.5785         2.6837      -0.40727
    2003     1     20        7.5785         2.6837      -0.40727
    2003     1     21        7.5739         2.6969      -0.40727
    2003     1     22        7.5833         2.7003      -0.40778
    2003     1     23        7.5833         2.7003      -0.40778
    2003     1     24        7.5833         2.7003      -0.40778
    2003     1     25        7.5785         2.7135      -0.40778
    2003     1     26        7.5879         2.7169      -0.40829
    2003     1     27        7.5879         2.7169      -0.40829
    2003     1     28        7.5879         2.7169      -0.40829
    2003     1     29        7.5832         2.7301      -0.40829
    2003     1     30        7.5926         2.7335      -0.40879
    2003     1     31        7.5926         2.7335      -0.40879
    2003     2      1        7.5926         2.7335      -0.40879
    2003     2      2        7.5878         2.7467      -0.40879
    2003     2      3        7.5972         2.7501       -0.4093
    2003     2      4        7.5972         2.7501       -0.4093
    2003     2      5        7.5972         2.7501       -0.4093
    2003     2      6        7.5924         2.7634       -0.4093
    2003     2      7        7.6018         2.7668       -0.4098
    2003     2      8        7.6018         2.7668       -0.4098
    2003     2      9        7.6018         2.7668       -0.4098
    2003     2     10        7.6111         2.7702      -0.41031
    2003     2     11        7.6063         2.7835      -0.41031
    2003     2     12        7.6063         2.7835      -0.41031
    2003     2     13        7.6063         2.7835      -0.41031
    2003     2     14        7.6157         2.7869      -0.41081
    2003     2     15        7.6108         2.8002      -0.41081
    2003     2     16        7.6108         2.8002      -0.41081
    2003     2     17        7.6108         2.8002      -0.41081
    2003     2     18        7.6202         2.8037      -0.41132
    2003     2     19        7.6153          2.817      -0.41132
    2003     2     20        7.6153          2.817      -0.41132
    2003     2     21        7.6146         2.8167      -0.42549
    2003     2     22         7.624         2.8202      -0.42601
    2003     2     23         7.619         2.8335      -0.42601
    2003     2     24         7.619         2.8335      -0.42601
    2003     2     25         7.619         2.8335      -0.42601
    2003     2     26        7.6284          2.837      -0.42654
    2003     2     27        7.6284          2.837      -0.42654
    2003     2     28        7.6234         2.8503      -0.42654
    2003     3      1        7.6234         2.8503      -0.42654
    2003     3      2        7.6328         2.8538      -0.42706
    2003     3      3        7.6328         2.8538      -0.42706
    2003     3      4        7.6278         2.8671      -0.42706
    2003     3      5        7.6278         2.8671      -0.42706
    2003     3      6        7.6371         2.8706      -0.42758
    2003     3      7        7.6371         2.8706      -0.42758
    2003     3      8        7.6321         2.8839      -0.42758
    2003     3      9        7.6321         2.8839      -0.42758
    2003     3     10        7.6414         2.8875      -0.42811
    2003     3     11        7.6414         2.8875      -0.42811
    2003     3     12        7.6364         2.9008      -0.42811
    2003     3     13        7.6364         2.9008      -0.42811
    2003     3     14        7.6457         2.9043      -0.42863
    2003     3     15        7.6457         2.9043      -0.42863
    2003     3     16        7.6457         2.9043      -0.42863
    2003     3     17        7.6406         2.9177      -0.42863
    2003     3     18          7.65         2.9212      -0.42915
    2003     3     19          7.65         2.9212      -0.42915
    2003     3     20          7.65         2.9212      -0.42915
    2003     3     21        7.6449         2.9346      -0.42915
    2003     3     22        7.6449         2.9346      -0.42915
    2003     3     23        7.6542         2.9382      -0.42968
    2003     3     24        7.6542         2.9382      -0.42968
    2003     3     25        7.6491         2.9515      -0.42968
    2003     3     26        7.6491         2.9515      -0.42968
    2003     3     27        7.6584         2.9551       -0.4302
    2003     3     28        7.6584         2.9551       -0.4302
    2003     3     29        7.6584         2.9551       -0.4302
    2003     3     30        7.6532         2.9685       -0.4302
    2003     3     31        7.6625         2.9721      -0.43072
    2003     4      1        7.6625         2.9721      -0.43072
    2003     4      2        7.6618         2.9718      -0.44507
    2003     4      3        7.6566         2.9852      -0.44507
    2003     4      4        7.6659         2.9888      -0.44561
    2003     4      5        7.6659         2.9888      -0.44561
    2003     4      6        7.6659         2.9888      -0.44561
    2003     4      7        7.6607         3.0022      -0.44561
    2003     4      8          7.67         3.0058      -0.44615
    2003     4      9          7.67         3.0058      -0.44615
    2003     4     10          7.67         3.0058      -0.44615
    2003     4     11          7.67         3.0058      -0.44615
    2003     4     12         7.674         3.0229      -0.44669
    2003     4     13         7.674         3.0229      -0.44669
    2003     4     14         7.674         3.0229      -0.44669
    2003     4     15         7.674         3.0229      -0.44669
    2003     4     16        7.6687         3.0363      -0.44669
    2003     4     17         7.678         3.0399      -0.44723
    2003     4     18         7.678         3.0399      -0.44723
    2003     4     19         7.678         3.0399      -0.44723
    2003     4     20        7.6727         3.0533      -0.44723
    2003     4     21         7.682          3.057      -0.44777
    2003     4     22         7.682          3.057      -0.44777
    2003     4     23         7.682          3.057      -0.44777
    2003     4     24         7.682          3.057      -0.44777
    2003     4     25        7.6859         3.0741      -0.44831
    2003     4     26        7.6859         3.0741      -0.44831
    2003     4     27        7.6859         3.0741      -0.44831
    2003     4     28        7.6859         3.0741      -0.44831
    2003     4     29        7.6898         3.0913      -0.44885
    2003     4     30        7.6898         3.0913      -0.44885
    2003     5      1        7.6898         3.0913      -0.44885
    2003     5      2        7.6898         3.0913      -0.44885
    2003     5      3        7.6898         3.0913      -0.44885
    2003     5      4        7.6936         3.1084      -0.44939
    2003     5      5        7.6936         3.1084      -0.44939
    2003     5      6        7.6936         3.1084      -0.44939
    2003     5      7        7.6936         3.1084      -0.44939
    2003     5      8        7.6974         3.1256      -0.44994
    2003     5      9        7.6974         3.1256      -0.44994
    2003     5     10        7.6974         3.1256      -0.44994
    2003     5     11        7.6974         3.1256      -0.44994
    2003     5     12        7.6974         3.1256      -0.44994
    2003     5     13        7.7012         3.1428      -0.45048
    2003     5     14        7.7005         3.1425      -0.46499
    2003     5     15        7.7005         3.1425      -0.46499
    2003     5     16        7.7005         3.1425      -0.46499
    2003     5     17        7.7042         3.1597      -0.46555
    2003     5     18        7.7042         3.1597      -0.46555
    2003     5     19        7.7042         3.1597      -0.46555
    2003     5     20        7.7042         3.1597      -0.46555
    2003     5     21        7.7135         3.1635      -0.46611
    2003     5     22        7.7079          3.177      -0.46611
    2003     5     23        7.7079          3.177      -0.46611
    2003     5     24        7.7079          3.177      -0.46611
    2003     5     25        7.7079          3.177      -0.46611
    2003     5     26        7.7116         3.1942      -0.46667
    2003     5     27        7.7116         3.1942      -0.46667
    2003     5     28        7.7116         3.1942      -0.46667
    2003     5     29        7.7116         3.1942      -0.46667
    2003     5     30        7.7208         3.1981      -0.46723
    2003     5     31        7.7152         3.2115      -0.46723
    2003     6      1        7.7152         3.2115      -0.46723
    2003     6      2        7.7152         3.2115      -0.46723
    2003     6      3        7.7152         3.2115      -0.46723
    2003     6      4        7.7188         3.2289      -0.46778
    2003     6      5        7.7188         3.2289      -0.46778
    2003     6      6        7.7188         3.2289      -0.46778
    2003     6      7        7.7188         3.2289      -0.46778
    2003     6      8         7.728         3.2327      -0.46834
    2003     6      9        7.7224         3.2462      -0.46834
    2003     6     10        7.7224         3.2462      -0.46834
    2003     6     11        7.7224         3.2462      -0.46834
    2003     6     12        7.7224         3.2462      -0.46834
    2003     6     13        7.7259         3.2635       -0.4689
    2003     6     14        7.7259         3.2635       -0.4689
    2003     6     15        7.7259         3.2635       -0.4689
    2003     6     16        7.7259         3.2635       -0.4689
    2003     6     17        7.7351         3.2674      -0.46946
    2003     6     18        7.7294         3.2809      -0.46946
    2003     6     19        7.7294         3.2809      -0.46946
    2003     6     20        7.7294         3.2809      -0.46946
    2003     6     21        7.7294         3.2809      -0.46946
    2003     6     22        7.7328         3.2983      -0.47002
    2003     6     23        7.7328         3.2983      -0.47002
    2003     6     24        7.7328         3.2983      -0.47002
    2003     6     25        7.7328         3.2983      -0.47002
    2003     6     26        7.7321          3.298      -0.48469
    2003     6     27        7.7355         3.3154      -0.48526
    2003     6     28        7.7355         3.3154      -0.48526
    2003     6     29        7.7355         3.3154      -0.48526
    2003     6     30        7.7355         3.3154      -0.48526
    2003     7      1        7.7388         3.3329      -0.48584
    2003     7      2        7.7388         3.3329      -0.48584
    2003     7      3        7.7388         3.3329      -0.48584
    2003     7      4        7.7388         3.3329      -0.48584
    2003     7      5        7.7388         3.3329      -0.48584
    2003     7      6        7.7422         3.3503      -0.48642
    2003     7      7        7.7422         3.3503      -0.48642
    2003     7      8        7.7422         3.3503      -0.48642
    2003     7      9        7.7422         3.3503      -0.48642
    2003     7     10        7.7363         3.3638      -0.48642
    2003     7     11        7.7455         3.3678      -0.48699
    2003     7     12        7.7455         3.3678      -0.48699
    2003     7     13        7.7455         3.3678      -0.48699
    2003     7     14        7.7455         3.3678      -0.48699
    2003     7     15        7.7396         3.3813      -0.48699
    2003     7     16        7.7487         3.3853      -0.48757
    2003     7     17        7.7487         3.3853      -0.48757
    2003     7     18        7.7487         3.3853      -0.48757
    2003     7     19        7.7487         3.3853      -0.48757
    2003     7     20        7.7519         3.4029      -0.48814
    2003     7     21        7.7519         3.4029      -0.48814
    2003     7     22        7.7519         3.4029      -0.48814
    2003     7     23        7.7519         3.4029      -0.48814
    2003     7     24         7.746         3.4164      -0.48814
    2003     7     25        7.7551         3.4204      -0.48872
    2003     7     26        7.7551         3.4204      -0.48872
    2003     7     27        7.7551         3.4204      -0.48872
    2003     7     28        7.7551         3.4204      -0.48872
    2003     7     29        7.7491         3.4339      -0.48872
    2003     7     30        7.7583          3.438      -0.48929
    2003     7     31        7.7583          3.438      -0.48929
    2003     8      1        7.7583          3.438      -0.48929
    2003     8      2        7.7583          3.438      -0.48929
    2003     8      3        7.7523         3.4515      -0.48929
    2003     8      4        7.7614         3.4556      -0.48987
    2003     8      5        7.7614         3.4556      -0.48987
    2003     8      6        7.7614         3.4556      -0.48987
    2003     8      7        7.7553         3.4691      -0.48987
    2003     8      8        7.7553         3.4691      -0.48987
    2003     8      9        7.7645         3.4732      -0.49045
    2003     8     10        7.7637         3.4729      -0.50529
    2003     8     11        7.7637         3.4729      -0.50529
    2003     8     12        7.7576         3.4864      -0.50529
    2003     8     13        7.7576         3.4864      -0.50529
    2003     8     14        7.7667         3.4905      -0.50588
    2003     8     15        7.7667         3.4905      -0.50588
    2003     8     16        7.7667         3.4905      -0.50588
    2003     8     17        7.7606          3.504      -0.50588
    2003     8     18        7.7606          3.504      -0.50588
    2003     8     19        7.7697         3.5081      -0.50648
    2003     8     20        7.7697         3.5081      -0.50648
    2003     8     21        7.7635         3.5217      -0.50648
    2003     8     22        7.7635         3.5217      -0.50648
    2003     8     23        7.7635         3.5217      -0.50648
    2003     8     24        7.7726         3.5258      -0.50707
    2003     8     25        7.7726         3.5258      -0.50707
    2003     8     26        7.7665         3.5394      -0.50707
    2003     8     27        7.7665         3.5394      -0.50707
    2003     8     28        7.7665         3.5394      -0.50707
    2003     8     29        7.7756         3.5435      -0.50766
    2003     8     30        7.7756         3.5435      -0.50766
    2003     8     31        7.7694         3.5571      -0.50766
    2003     9      1        7.7694         3.5571      -0.50766
    2003     9      2        7.7694         3.5571      -0.50766
    2003     9      3        7.7784         3.5612      -0.50826
    2003     9      4        7.7722         3.5748      -0.50826
    2003     9      5        7.7722         3.5748      -0.50826
    2003     9      6        7.7722         3.5748      -0.50826
    2003     9      7        7.7722         3.5748      -0.50826
    2003     9      8        7.7813          3.579      -0.50885
    2003     9      9         7.775         3.5926      -0.50885
    2003     9     10         7.775         3.5926      -0.50885
    2003     9     11         7.775         3.5926      -0.50885
    2003     9     12         7.775         3.5926      -0.50885
    2003     9     13         7.775         3.5926      -0.50885
    2003     9     14        7.7778         3.6103      -0.50944
    2003     9     15        7.7778         3.6103      -0.50944
    2003     9     16        7.7778         3.6103      -0.50944
    2003     9     17        7.7778         3.6103      -0.50944
    2003     9     18        7.7778         3.6103      -0.50944
    2003     9     19        7.7805         3.6281      -0.51003
    2003     9     20        7.7805         3.6281      -0.51003
    2003     9     21        7.7805         3.6281      -0.51003
    2003     9     22        7.7805         3.6281      -0.51003
    2003     9     23        7.7742         3.6417      -0.51003
    2003     9     24        7.7832         3.6459      -0.51063
    2003     9     25        7.7824         3.6455      -0.52563
    2003     9     26        7.7824         3.6455      -0.52563
    2003     9     27        7.7824         3.6455      -0.52563
    2003     9     28         7.776         3.6591      -0.52563
    2003     9     29        7.7851         3.6634      -0.52624
    2003     9     30        7.7851         3.6634      -0.52624
    2003    10      1        7.7851         3.6634      -0.52624
    2003    10      2        7.7851         3.6634      -0.52624
    2003    10      3        7.7787          3.677      -0.52624
    2003    10      4        7.7787          3.677      -0.52624
    2003    10      5        7.7877         3.6812      -0.52685
    2003    10      6        7.7877         3.6812      -0.52685
    2003    10      7        7.7877         3.6812      -0.52685
    2003    10      8        7.7812         3.6948      -0.52685
    2003    10      9        7.7812         3.6948      -0.52685
    2003    10     10        7.7903         3.6991      -0.52746
    2003    10     11        7.7903         3.6991      -0.52746
    2003    10     12        7.7838         3.7127      -0.52746
    2003    10     13        7.7838         3.7127      -0.52746
    2003    10     14        7.7838         3.7127      -0.52746
    2003    10     15        7.7928          3.717      -0.52807
    2003    10     16        7.7928          3.717      -0.52807
    2003    10     17        7.7863         3.7306      -0.52807
    2003    10     18        7.7863         3.7306      -0.52807
    2003    10     19        7.7863         3.7306      -0.52807
    2003    10     20        7.7863         3.7306      -0.52807
    2003    10     21        7.7953         3.7349      -0.52868
    2003    10     22        7.7888         3.7485      -0.52868
    2003    10     23        7.7888         3.7485      -0.52868
    2003    10     24        7.7888         3.7485      -0.52868
    2003    10     25        7.7888         3.7485      -0.52868
    2003    10     26        7.7888         3.7485      -0.52868
    2003    10     27        7.7912         3.7664      -0.52929
    2003    10     28        7.7912         3.7664      -0.52929
    2003    10     29        7.7912         3.7664      -0.52929
    2003    10     30        7.7912         3.7664      -0.52929
    2003    10     31        7.7912         3.7664      -0.52929
    2003    11      1        7.7936         3.7844       -0.5299
    2003    11      2        7.7936         3.7844       -0.5299
    2003    11      3        7.7936         3.7844       -0.5299
    2003    11      4        7.7936         3.7844       -0.5299
    2003    11      5        7.7936         3.7844       -0.5299
    2003    11      6         7.787          3.798       -0.5299
    2003    11      7         7.796         3.8023      -0.53051
    2003    11      8         7.796         3.8023      -0.53051
    2003    11      9         7.796         3.8023      -0.53051
    2003    11     10         7.796         3.8023      -0.53051
    2003    11     11        7.7893         3.8159      -0.53051
    2003    11     12        7.7974         3.8199      -0.54628
    2003    11     13        7.7974         3.8199      -0.54628
    2003    11     14        7.7974         3.8199      -0.54628
    2003    11     15        7.7907         3.8335      -0.54628
    2003    11     16        7.7907         3.8335      -0.54628
    2003    11     17        7.7907         3.8335      -0.54628
    2003    11     18        7.7997         3.8379      -0.54691
    2003    11     19        7.7997         3.8379      -0.54691
    2003    11     20         7.793         3.8515      -0.54691
    2003    11     21         7.793         3.8515      -0.54691
    2003    11     22         7.793         3.8515      -0.54691
    2003    11     23         7.793         3.8515      -0.54691
    2003    11     24        7.8019          3.856      -0.54753
    2003    11     25        7.7952         3.8696      -0.54753
    2003    11     26        7.7952         3.8696      -0.54753
    2003    11     27        7.7952         3.8696      -0.54753
    2003    11     28        7.7952         3.8696      -0.54753
    2003    11     29        7.7952         3.8696      -0.54753
    2003    11     30        7.7974         3.8876      -0.54816
    2003    12      1        7.7974         3.8876      -0.54816
    2003    12      2        7.7974         3.8876      -0.54816
    2003    12      3        7.7974         3.8876      -0.54816
    2003    12      4        7.7974         3.8876      -0.54816
    2003    12      5        7.7906         3.9012      -0.54816
    2003    12      6        7.7995         3.9057      -0.54879
    2003    12      7        7.7995         3.9057      -0.54879
    2003    12      8        7.7995         3.9057      -0.54879
    2003    12      9        7.7995         3.9057      -0.54879
    2003    12     10        7.7927         3.9193      -0.54879
    2003    12     11        7.7927         3.9193      -0.54879
    2003    12     12        7.8016         3.9238      -0.54942
    2003    12     13        7.8016         3.9238      -0.54942
    2003    12     14        7.8016         3.9238      -0.54942
    2003    12     15        7.7947         3.9374      -0.54942
    2003    12     16        7.7947         3.9374      -0.54942
    2003    12     17        7.7947         3.9374      -0.54942
    2003    12     18        7.8036         3.9419      -0.55004
    2003    12     19        7.8036         3.9419      -0.55004
    2003    12     20        7.7967         3.9555      -0.55004
    2003    12     21        7.7967         3.9555      -0.55004
    2003    12     22        7.7967         3.9555      -0.55004
    2003    12     23        7.7967         3.9555      -0.55004
    2003    12     24        7.8056           3.96      -0.55067
    2003    12     25        7.7987         3.9736      -0.55067
    2003    12     26        7.7987         3.9736      -0.55067
    2003    12     27        7.7987         3.9736      -0.55067
    2003    12     28        7.7987         3.9736      -0.55067
    2003    12     29        7.7987         3.9736      -0.55067
    2003    12     30        7.8006         3.9918       -0.5513
    2003    12     31        7.7998         3.9913      -0.56659
    2004     1      1        7.7998         3.9913      -0.56659
    2004     1      2        7.7998         3.9913      -0.56659
    2004     1      3        7.7998         3.9913      -0.56659
    2004     1      4        7.7928          4.005      -0.56659
    2004     1      5        7.8017         4.0095      -0.56724
    2004     1      6        7.8017         4.0095      -0.56724
    2004     1      7        7.8017         4.0095      -0.56724
    2004     1      8        7.8017         4.0095      -0.56724
    2004     1      9        7.7947         4.0231      -0.56724
    2004     1     10        7.7947         4.0231      -0.56724
    2004     1     11        7.8035         4.0277      -0.56788
    2004     1     12        7.8035         4.0277      -0.56788
    2004     1     13        7.8035         4.0277      -0.56788
    2004     1     14        7.7965         4.0413      -0.56788
    2004     1     15        7.7965         4.0413      -0.56788
    2004     1     16        7.7965         4.0413      -0.56788
    2004     1     17        7.8054         4.0459      -0.56853
    2004     1     18        7.8054         4.0459      -0.56853
    2004     1     19        7.7983         4.0595      -0.56853
    2004     1     20        7.7983         4.0595      -0.56853
    2004     1     21        7.7983         4.0595      -0.56853
    2004     1     22        7.7983         4.0595      -0.56853
    2004     1     23        7.7983         4.0595      -0.56853
    2004     1     24           7.8         4.0778      -0.56917
    2004     1     25           7.8         4.0778      -0.56917
    2004     1     26           7.8         4.0778      -0.56917
    2004     1     27           7.8         4.0778      -0.56917
    2004     1     28           7.8         4.0778      -0.56917
    2004     1     29        7.7929         4.0914      -0.56917
    2004     1     30        7.8017          4.096      -0.56982
    2004     1     31        7.8017          4.096      -0.56982
    2004     2      1        7.8017          4.096      -0.56982
    2004     2      2        7.8017          4.096      -0.56982
    2004     2      3        7.7946         4.1096      -0.56982
    2004     2      4        7.7946         4.1096      -0.56982
    2004     2      5        7.7946         4.1096      -0.56982
    2004     2      6        7.8034         4.1143      -0.57047
    2004     2      7        7.8034         4.1143      -0.57047
    2004     2      8        7.7962         4.1279      -0.57047
    2004     2      9        7.7962         4.1279      -0.57047
    2004     2     10        7.7962         4.1279      -0.57047
    2004     2     11        7.7962         4.1279      -0.57047
    2004     2     12         7.805         4.1325      -0.57111
    2004     2     13        7.7978         4.1462      -0.57111
    2004     2     14        7.7978         4.1462      -0.57111
    2004     2     15        7.7978         4.1462      -0.57111
    2004     2     16        7.7978         4.1462      -0.57111
    2004     2     17        7.7978         4.1462      -0.57111
    2004     2     18        7.7906         4.1598      -0.57111
    2004     2     19        7.7985          4.164      -0.58719
    2004     2     20        7.7985          4.164      -0.58719
    2004     2     21        7.7985          4.164      -0.58719
    2004     2     22        7.7985          4.164      -0.58719
    2004     2     23        7.7912         4.1776      -0.58719
    2004     2     24        7.7912         4.1776      -0.58719
    2004     2     25        7.7912         4.1776      -0.58719
    2004     2     26           7.8         4.1823      -0.58785
    2004     2     27           7.8         4.1823      -0.58785
    2004     2     28        7.7927         4.1959      -0.58785
